Sentiment,Description,Score
positive,i longed for that feeling i once knew the feeling i treasured once and forgot because of pain,0.3182
negative,i was feeling extremely anxious,-0.2006
negative,i honestly feel so unhappy with everything in my life and it isnt simple enough for me to be able to change these things that are making me feel so unhappy with a click of the finger,-0.4915
positive,i went to see my pcm on post for a follow up appointment and i left feeling hopeful and optimistic,0.7269
negative,i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,-0.5859
neutral,i really feel bothered about this specific issue because it feels like i just thrown a couple hundred euros against the wall,-0.0202
negative,i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,-0.4442
negative,i feel like no matter what my house will never be acceptable to them,-0.1436
positive,i still sort of agree with that description but i ve come to think that the great thing about this song and about all concise guitar pop songs that so accurately hit home the singular feeling of romantic possibility is the way that it lets you write your own starring scene,0.911
positive,i have a lovely nesty feeling after looking at all that cute teeny weeny clothing,0.8074
positive,i shouldnt be afraid to go out in public and feel paranoid because ive done nothing wrong,0.1416
negative,i volunteered for everything and wound up feeling overwhelmed and people got mad at me for not being able to meet my obligations,-0.3612
negative,i am feeling melancholy i ll embrace it and listen to some slow downtempo melancholic pop,-0.1027
positive,i saw i had a direct message dm on twitter from a former friend jeff who i no longer feel friendly toward,0.6369
negative,i feel xs more indecisive,-0.3167
neutral,i sat down at the computer feeling nervous excited and more than a little silly,0.0883
negative,i have kept quiet when someone did or said something hurtful and not said what i was feeling because i did not want to be rude,-0.7288
negative,i came to this realization that i was often feeling blamed or being blamed for things that were utterly outside of my control,-0.6908
negative,i have been feeling so bad that he has to be coherent and deal with teenagers all week,-0.6113
negative,i was feeling very unsure as to whether or not i should continue to blog at all,-0.2006
positive,i will never forget that walk out of the doctor s office that afternoon feeling so determined not take for granted my health again,0.5487
positive,i continue to feel inspired by the strong runner she has become this year,0.7579
negative,i hate the feeling of being disliked and it seems as though its very common for me,-0.7096
negative,i feel miserable after my break up self,-0.4939
negative,i feel like i m a very very dangerous human being right now,-0.2895
positive,i feel very strongly that the only way to eat cornbread is if its sweet cornbread with butter and honey dripping off each piece,0.659
positive,i really had prepared ourselves for the worst but we both had the innate feeling that everything was fine,0.2475
negative,i feel paranoid when i wear makeup out,-0.25
positive,i feel generous sometimes and feed a little of those savings to the birds,0.5106
positive,i love the combination of lavender and orange scent but feel free to substitute any other fragrance oil or essential oils that you wish,0.891
